location_id,location_name,centreline_id,direction,date,year,month,day_of_week,is_weekend,observed_hour_count,daily_total_volume,peak_hour_volume,peak_ratio,avg_observed_hourly_volume,peak_hour_concentration,traffic_demand_intensity,throughput_proxy,queue_pressure_proxy,delay_pressure_proxy
102823_NB,Beare Rd: Passmore Ave - Steeles Ave E,102823,NB,2016-06-16,2016,6,3,0,24,1945,301,0.1547557840616966,81.04166666666667,3.7141388174807197,1.0167276529012024,1945,219.95833333333331,2.7141388174807197
102823_SB,Beare Rd: Passmore Ave - Steeles Ave E,102823,SB,2016-06-14,2016,6,1,0,24,1711,262,0.1531268264172998,71.29166666666667,3.6750438340151956,1.0,1711,190.70833333333331,2.6750438340151956
102823_SB,Beare Rd: Passmore Ave - Steeles Ave E,102823,SB,2016-06-15,2016,6,2,0,24,1742,283,0.1624569460390356,72.58333333333333,3.8989667049368544,1.0181180596142607,1742,210.41666666666669,2.8989667049368544
102823_SB,Beare Rd: Passmore Ave - Steeles Ave E,102823,SB,2016-06-16,2016,6,3,0,24,1685,262,0.1554896142433234,70.20833333333333,3.731750741839763,0.9848042080654588,1685,191.79166666666669,2.731750741839763
102865_NB,Little's Rd: Passmore Ave - Steeles Ave E,102865,NB,2016-06-14,2016,6,1,0,24,43,11,0.2558139534883721,1.7916666666666667,6.13953488372093,1.0,43,9.208333333333334,5.13953488372093
102865_NB,Little's Rd: Passmore Ave - Steeles Ave E,102865,NB,2016-06-15,2016,6,2,0,24,55,6,0.109090909090909,2.2916666666666665,2.618181818181818,1.2790697674418605,55,3.7083333333333335,1.6181818181818182
102865_NB,Little's Rd: Passmore Ave - Steeles Ave E,102865,NB,2016-06-16,2016,6,3,0,24,41,6,0.1463414634146341,1.7083333333333333,3.5121951219512195,0.9534883720930233,41,4.291666666666667,2.5121951219512195
102865_SB,Little's Rd: Passmore Ave - Steeles Ave E,102865,SB,2016-06-14,2016,6,1,0,24,39,5,0.1282051282051282,1.625,3.076923076923077,0.8478260869565217,39,3.375,2.076923076923077
102865_SB,Little's Rd: Passmore Ave - Steeles Ave E,102865,SB,2016-06-15,2016,6,2,0,24,46,6,0.1304347826086956,1.9166666666666667,3.1304347826086953,1.0,46,4.083333333333333,2.1304347826086953
102865_SB,Little's Rd: Passmore Ave - Steeles Ave E,102865,SB,2016-06-16,2016,6,3,0,24,47,8,0.1702127659574468,1.9583333333333333,4.085106382978724,1.0217391304347827,47,6.041666666666667,3.085106382978724
